name,url,distinction,reservation_link,description_en,postal_code,region,locality,lat,lon,price_lvl,genre
とんかつ ふじ井／Tonkatsu Fujii,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/tonkatsu-fujii,ビブグルマン：価格以上の満足感が得られる料理,https://www.tablecheck.com/shops/tonkatsu-fujii/reserve?utm_source=michelin_guide,元フレンチシェフが揚げるとんかつ。材料や調理法など、色々な要素を複雑に組み合わせ、個性を発揮する。数種類の油をブレンドし、衣に製菓の技術を取り入れ、ソースに赤ワインを使う。経験が新たな考えを生んだ。東京のとんかつ職人に感銘を受けたシェフ。人との出会いが人生を変えおいしい味も生んだ。,535-0012,大阪,大阪,34.723772,135.554236,¥,とんかつ
オステリア イル・カント・デル・マッジョ／OSTERIA IL CANTO DEL MAGGIO,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/osteria-il-canto-del-maggio,,,トスカーナ料理に特化したイタリア食堂。店名もメニューも修業先から受け継ぐ。フィレンツェ近郊の山間部だったため魚料理はなかった。そのため田村崇シェフも学んだスタイルに倣う。鶏レバーのクロスティーニ、鴨だしのパッパルデッレ、フィレンツェ風ステーキ。現地に想いを寄せ、郷土の味を伝える。,604-8127,京都,京都,35.005889,135.763225,¥¥,イタリア料理
二条 有恒／Nijo Aritsune,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/nijo-aritsune,,https://www.tablecheck.com/shops/aritsune/reserve?utm_source=michelin_guide,“大人の居酒屋”を掲げる割烹店。凛とした趣ながら一品料理を充実させ間口を広げる。手の込んだ料理を身上としつつ、つくねの炭火焼やコロッケなど馴染みのある品も。卵かけご飯は卵白だけを泡立てるのが面白い。屋号の「有恒」は、変わらないために変わり続けるという意。現代の感性で和食を進化させる。,604-0935,京都,京都,35.013675,135.766674,¥¥¥,居酒屋
モコ／MOKO,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/moko,1つ星：高品質な料理,https://www.tablecheck.com/shops/moko/reserve?utm_source=michelin_guide,ヴェルサイユに生まれ、ロンドンと母国を行き来したアレクシィ・モコ氏。縁があり京都に移住したものの、言葉も文化も食材も違う。心が折れそうな時に自転車で大原へ赴き、生産者と出会ったことで希望の光が見えた。大原の野菜やジビエに古典の手法を施す。料理にソースを欠かさずクラシカルを守る。,604-0005,京都,京都,35.016851,135.757149,¥¥¥,フランス料理
たけとこ／Taketoko,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/taketoko,,,路地奥にひっそりと立つ割烹店。料理はできたての味を信条とするため、仕込みは限りなく控える。青菜の炊いたん、鰻の白焼など、食材の持ち味を素直に生かす。修業時代、親方から任された茶碗蒸し。過熱が十分でなかったことから、二年間洗い場で向き合い続けた。悔しさをばねに、今では茶碗蒸しが自慢の一品。,604-8204,京都,京都,35.007846,135.757259,¥¥,日本料理
二條 みなみ／Nijo Minami,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/nijo-minami,1つ星：高品質な料理,,祇園で四半世紀、脇目も振らずに一軒の割烹店で腕を磨いた。「料理人ながら文化人のような恩師だった」と語る主人。八寸、椀物、炊き合わせを欠かさず、昔ながらの仕事を大切にする。最初の仕事が捩じり鉢巻のように絞るおしぼりだった。駆け出しの頃に学んだ座右の銘。「親切、鮮度、感覚」を受け継ぐ。,604-0931,京都,京都,35.013142,135.768119,¥¥¥,日本料理
祇園 楽味／Gion Rakumi,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/gion-rakumi,,,“おいしく、楽しい味”が座右の銘。若い板前達は親しみやすく、伸び伸びと働く姿が気持ち良い。単品ながら形式にとらわれないため品書きはない。木箱に並ぶ食材から選び、好みの調理法を相談できる。「祇園さゝ木」の経営ゆえ、食材の質は高い。遊び心ある演出と酒場のような陽気さで賑わっている。,605-0074,京都,京都,35.002699,135.776619,¥¥¥,日本料理
とんかつ KATSU華／Tonkatsu KATSU Hana,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/tonkatsu-katsu-hana,ビブグルマン：価格以上の満足感が得られる料理,https://www.tablecheck.com/shops/katsuhana/reserve?utm_source=michelin_guide,西洋料理一筋の古閑シェフは、衣一つで味が変わるとんかつの奥深さに魅了された。多種の銘柄豚を揃え、脂の甘みや旨み、きめの細かさなど好みの肉質を選べる。持ち味を引き出すのは独自に配合したパン粉。トマトとクミンの利いたソースはイタリアンの経験から。数種の豚肉で練るメンチカツもおすすめ。,541-0057,大阪,大阪,34.679901,135.506154,¥,とんかつ
ドゥ フィーユ／DEUX FILLES,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/deux-filles,ビブグルマン：価格以上の満足感が得られる料理,https://omakaseje.com/r/kj331355?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,モダンフレンチを掲げ、現代風に仕上げる岩田大育シェフ。野菜をふんだんに用いるのは、京都の風土を表すため。30種の野菜サラダが定番。白皿をキャンバスに見立て、自ら亀岡や上賀茂で買い付けた野菜で彩る。一つの素材をソテー、ソース、パウダーにし、一品に集約するデクリネゾンも特徴的。,600-8072,京都,京都,35.002555,135.763218,¥¥,フランス料理
菊乃井 無碍山房／Kikunoi Mugesambo,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kikunoi-mugesambo,ビブグルマン：価格以上の満足感が得られる料理,,茶会の点心による献立は、「菊乃井」の味と弁当文化を伝えてくれる。先付に始まり、煮物椀も料亭仕込み。籠や漆、ガラス素材など、器を季節の移ろいと共に変え、焼物や炊き合わせが彩り豊かに並んでいる。名物の時雨飯は、胡麻だれで和えた鯛の造りがのる。静寂な苔生した庭を眺めながら味わいたい。,605-0072,京都,京都,35.001823,135.781546,¥¥,日本料理
祇園 おかだ／Gion Okada,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/gion-okada,1つ星：高品質な料理,,優に百を超える品書き。走りから名残まで旬を網羅するように山海の幸が並ぶ。板場は活気にあふれ主人と弟子が息を合わせて調理する。掛け合いを楽しむならカウンター席に。鱧の造りは落としか焼霜、椀物は仕立てを提案してくれる。煮麺は甘鯛や蛤などだしを使い分け、見えない所まで丁寧に仕事を施す。,605-0074,京都,京都,35.002419,135.77544,¥¥¥,日本料理
西心斎橋 ゆうの／Nishishinsaibashi Yuno,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/nishishinsaibashi-yuno,1つ星：高品質な料理,https://www.tablecheck.com/shops/yuno-nisishinsaibashi/reserve?utm_source=michelin_guide,客と食材に向き合い料理を発想するのは浪速割烹の心得。“ゆうののおまかせ”と称する献立は自由闊達、和食の常道はなぞらない。造りは玉葱のたれや薬味を合わせ、焼物は野菜のソースを添える。魚のアラだしで鍋料理を振舞うのは始末の精神から。店主の遊び心と素材を生かした大阪の喰い味を楽しみたい。,542-0086,大阪,大阪,34.674225,135.498633,¥¥¥,日本料理
よこい／YOKOI,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/yokoi,,https://omakase.in/r/jh251636?utm_content=booking_btn&utm_medium=referral&utm_source=michelinofficial,すし職人の父に憧れ、先ずは和食の基礎を身に付けるため京都へ。気が付けば日本料理に魅せられていた。深蒸し茶で迎えるのは静岡出身のため。父の教え“料理は自己表現”を胸に、煎りたて擦りたての胡麻和えに自分らしさを表す。屋号の字は母がしたため、酒器は父が焼いた。親心が息子の活躍を見守る。,600-8405,京都,京都,34.99764,135.76235,¥¥¥¥,日本料理
寿し 京町堀 佐藤／Sushi Kyomachibori Sato,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/sushi-kyomachibori-sato,,,和食の経験が生きるつまみと握り。手作りの豆腐や野菜のすり流しで始まる。甘鯛は松笠焼、鱧やクエはしゃぶしゃぶにし、温かい料理を組み込む。すし種は、やわらかく炊いた煮蛤や煮穴子など昔ながらの仕事を施す。つまみと共に色々味わってほしいと、赤酢と塩を利かせた酢飯で握るすしは小振り。,550-0003,大阪,大阪,34.686918,135.495561,¥¥¥,寿司
割烹 はらだ／Kappo Harada,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kappo-harada,,,昔ながらの仕事を学んできた主人は、自らを昭和の職人と呼ぶ。素直な料理にその心意気を示す。春の筍は鯛の子と炊き合わせ、夏の鱧はじゅん菜と椀物、秋の松茸は炊き込みご飯、冬の海老芋は饅頭にする。好みを伝えれば即興で応えてくれるのも嬉しい。単品でもおまかせでも思いのままに過ごせる。,604-0902,京都,京都,35.015293,135.769583,¥¥¥,日本料理
一碗水／Yiwanshui,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/yiwanshui,,,看板に記す「套餐」は、定食を表す中国語。普段使いの店にしたいと、中国の家庭料理を供する。コースに組み込まれる「九彩盆」は宮廷料理からの手引き。ここでは、身近な食材を使い手間をかけることに本質がある。油や香辛料を控えた身体に優しい料理でもあり、食材の自然な風味が生かされている。,550-0004,大阪,大阪,34.68322,135.48991,¥¥¥,中国料理
同心町 和食 瑞／Doshincho Washoku Zui,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/doshincho-washoku-zui,,https://omakaseje.com/r/ti708440?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,料理も自身も瑞々しくありたいと名付けた「瑞」。朗らかな人柄、はつらつとした表情に、料理ともてなしの熱意がこもる。京都で学んだことから利尻昆布と鮪節の淡いだしが基本。どれも主となる食材を二つに絞るため印象深い。鯛の造りに鯛骨だしの煮こごりなど、食材そのもののだしを合わすのも得意。,530-0035,大阪,大阪,34.702368,135.513967,¥¥,日本料理
而今 平たて／Jikon Hiratate,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/jikon-hiratate,,,おまかせでもない、一品料理とも言い切れない。おきまり数品が供され、好みの品を追加する流れ。そんな時勢の動きが徐々に広がりを見せている。「而今 平たて」もその一軒。おすすめは季節の白和え。屋号に冠した而今は、今一瞬を懸命に生きる意味。全力で料理と向き合う、ひたむきな姿がある。,604-0873,京都,京都,35.015593,135.760216,¥¥¥,日本料理
ジャン-ジョルジュ アット ザ シンモンゼン／Jean-Georges at The Shinmonzen,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/jean-georges-at-the-shinmonzen,,https://www.tablecheck.com/shops/theshinmonzen-jeangeorges/reserve?utm_source=michelin_guide,各国の食文化を取り入れたコンテンポラリーフレンチ。ジャン-ジョルジュはアジアで過ごした経験からボーダーレスな料理を世界に発信する。レシピは本店を構えるニューヨークから届く。スパイスやハーブで香りを高め、柑橘の酸味で軽やかに。テラスの季節は、京都の風情が感じられる白川沿いの席が人気。,605-0088,京都,京都,35.006271,135.774667,¥¥¥,"フランス料理, 現代風料理"
